pretty_comp,formation_energy_peratom
InNi,-0.07238
UPbO4,-2.69166
Ba(CO)4,-1.24473
TaBe2,-0.17009000000000002
Na2BeFe,0.81128
Na4H6Ru,-0.30686
LiCrO2,-2.19139
AlCuSe2,-0.68207
SrGa4,-0.4441
P2O3,-1.60119
DyB2Ru3,-0.45742
Ac2O3,-3.5828900000000004
BeReRh,0.00829
Na2MgBe,0.32048000000000004
Sr2UZnO6,-3.02184
Co3TeO8,-1.03385
TbSb,-1.1903
BaCaBi,-0.2328800000000001
Nd2(Zn2Ge)3,-0.42542
TiBeRe2,0.03809
Ho(FeGe)2,-0.4774
Ce(Re2Si)2,-0.41306000000000004
TaBeTc,0.12419000000000001
BaMgNi2,0.06646
CrBiO4,-1.72925
CuO,-0.07367
WN2,-0.4074
NaSrP,-0.93476
BeGaSi,0.41335
TiFeCoAs,-0.34463
Sr2Ta2O7,-3.2969
SbI3Cl8,-0.39404
TaZnAs,0.41303
BaNaZr,1.29207
Nd(SiNi)2,-0.77841
Th(NiSn)2,-0.52682
Mo3H,0.8771399999999999
ErSiRh,-1.04255
ThGaAu2,-0.6381100000000001
ThZr2H7,-0.48441999999999996
LiAlO2,-2.9815400000000003
CrNiF6,-2.26708
Sm(GeRu)2,-0.63102
ScFeSi,-0.6925399999999999
CuBSe2,-0.11821
LiGePCO7,-1.86772
MnH2SeO5,-0.9856299999999999
HPbIO,-0.99413
YAgO2,-2.4864
CeOs2,-0.28667
Ca2AgGe,-0.5815100000000001
CdCuF4,-1.97133
NdGaO3,-1.37145
Ce(AlGa)2,-0.43867
BeCrSb2,0.34599
UAs,-0.73278
Be2IrPb,0.16807
MgAsW,1.11243
Ho2PdRu,-0.72975
SrPb3,-0.40429
PrMo3,0.54528
LaMgBe,0.16274
Tm3V,0.29780999999999996
PmSmMg2,-0.09718
Dy2NiIr,-0.7550399999999999
CePd5,-0.51653
Ca2TiSbO6,-2.77867
NaSr3BiO6,-2.34838
Mg(BiO2)2,-1.55329
Sr(PPd)2,-0.8437899999999999
SmSnAu2,-0.7320800000000001
Rb2NaInCl6,-1.71671
Sb2S3,-0.33787
Mo2WSe6,-0.60219
Na3Ca3AlAs4,-0.9514799999999999
NaBe2Sn,0.5816600000000001
SrHo2O4,-3.63987
Ba2CdPb,-0.5748300000000001
Sm2ZnAg,-0.33259
HoPd,-0.95514
YNiP,-1.01605
BeRuRh2,-0.04325
Ca2AsAu,-1.10117
Na3AlTe3,-0.86325
Tm3Th,0.03648
Zn2CuRh,1.78778
SmNiB4,-0.57513
Al2ZnO4,-2.88251
Re3Ru,-0.0549
SmErHg2,-0.37672
CeIr2,-0.82888
XeIF7,-1.2902
VCuO2,-1.7435
Li6Co(SiO4)2,-2.31856
FeO2F,-1.23998
PrCdAu2,-0.6887800000000001
Na3FeF6,-2.63316
BeInBr,0.24276
AcInTe2,-1.05514
NbCrO4,-2.4795700000000003
Be2ZnPd,-0.21606
BeCoCu2,0.0624
Nd5AgS8,-1.9998599999999997
TiGaCo2,-0.5241399999999999
CaBeSi2,0.09866
Li8NbO6,-2.20122
DyAgSb2,-0.60754
BaCdSe,-0.95616
CeMg2Ag,0.01198
Tb3Mn3Ga2Si,-0.29784
Y3AlCoS7,-1.7340099999999998
BeCoGe2,0.10028
HoBiO3,-2.56636
Na2Au,-0.32336
CaNdRh2,-0.58836
LiSiIr2,-0.65789
CuH2SO5,-1.09545
Lu2MgOs,-0.29751
LiBePd,-0.33837
AgTe3,-0.00498
ScBe2Cu,-0.04572
LiZrIr2,-0.6833100000000001
Be2TlCu,0.43382
YbBi2ClO4,-1.84327
K3LuSi2O7,-2.91519
ZrBe2Cr,0.28065
Rb3H5Pd,-0.31672
Be2VPb,0.48248
SrBeV2,0.44364
BeVBi4,1.26352
Sr4ZrBe,1.0727
Tb5Br8,-1.55552
DyWO4,-2.97248
Ba2ZnReO6,-2.35728
Lu2ZnIn,-0.38398
AlAgS2,-0.86977
DySiRu2C,-0.6069
P3Ru,-0.5147
Mn2BeGa,-0.0663
TbZr,0.11154
Ba4MnNb,1.62495
LiCuCO3,-1.40629
Mg3Al9FeSi5,-0.12961
Ni2Mo3N,-0.32045
Li2Co3WO8,-1.7476200000000002
RbAsSe2,-0.64571
BeFe2Ge,-0.0227
Ba(TeO3)2,-1.66392
LiPmZn2,-0.31468
HfZrTc2,-0.44336
Li5Cr2Co3,-1.8502900000000002
Dy(FeB)2,-0.49346999999999996
YbErZn2,-0.40347
Te4Mo(WSe)2,-0.21652
HfBe3,-0.17499
Ce(POs2)2,-0.62956
Mn(BeCl)2,0.57513
RuSe2,-0.42365
BeGa2Cl,0.25041
Ba4BeSn,0.57434
CrAg3ClO4,-1.02784
SmSi3Ni,-0.63553
Mg2Sn2O5,-1.8226799999999999
LuSi,-0.76698
KCeSe4,-1.19793
Ba2LiHf,0.6000800000000001
Er5Si3,-0.70139
TiBr4,-1.21691
Na3AgO2,-1.2115200000000002
NiBr2,-0.37275
NaInH8(NF3)2,-1.51235
BaGa2Cl,-0.81906
Be2RhAu,-0.4009
Sr2SO,-2.45258
Te8MoW3,-0.07024
ScB4Os3,-0.43441
Dy2Mn2O7,-2.8305
Tm6WO2,-3.67897
KMnBi,0.014469999999999997
MgBeBr2,0.04903
Li2MnSn(PO4)2,-2.14678
PbSe,-0.37179
Al2HgSe4,-0.69738
NaSrAs,-0.97315
LiPm2Pt,-0.5795100000000001
TiBr3,-1.23487
YbTaRu2,-0.32996
NaBe2Tc,0.6714
MnCdO2,-1.1836
Ba3YbRu2O9,-2.39643
ZnSi3,0.5878
NaAsRh2,0.13273
K3Nd,0.5160100000000001
NiTe2,-0.21349
Li2TiCo2O5,-1.98065
Dy2ZnGa,-0.51054
CeBPd3,-0.48034
SnBrCl,-0.8402799999999999
MnH8(N2Cl)2,-0.33844
BaBAsO5,-2.31878
Ba2YbReO6,-2.84267
CrSb(PO4)2,-2.01928
K2SnHgSe4,-0.73675
BaHgSb,-0.3028
Ga(MoS2)4,-0.8802399999999999
ScSiPd2,-0.77252
Dy(SiIr)2,-1.03129
BNF8,-1.41776
Pr(SiNi)2,-0.76181
Xe(OF)2,0.48366
LiGa2Ni,-0.37129
AlSCl7,-0.83457
Tb4Ga2Pd,-0.60254
YbH2ClO2,-1.6853
Ga(MoSe2)4,-0.60111
TiH2,-0.50446
Ba2MgIn,0.39735
Ag2BBr,1.0543799999999999
TlCuPO4,-1.59905
Y2BeBi,-0.17436
AlCoO3,-0.95649
MnPd2Au,-0.16912
YGa,-0.6935899999999999
CaMgAsO4F,-2.6726099999999997
TeW2S3,-0.56953
MnAl6,-0.18384
Ca3ZnGe5O4,-2.22021
CdHgPd2,0.30951
BaSc4Pt,0.29645
TmTaO4,-3.42628
Ni3Ge,-0.25826
Rb2Cd3Se4,-0.8852
CaCuF4,-2.91289
Sc2PdAu,-0.89266
Ca2MgSi2O7,-3.17756
LiSiNi2,-0.48341999999999996
Y3Al7Cu2,-0.52467
SrBeCu4,0.14134000000000002
Te2Mo(WS2)3,-0.60104
Cr3O8,-1.45832
NbCo3,-0.11594000000000006
AlFe,-0.35768
Li4BeSe,0.10697000000000001
Rb3Tl,0.00443
BaCrSi2,0.5971
KBaIn,0.15173
LaCo5,-0.04324
WC,0.27225
TmMg3,-0.03841
Li2Ti3O7,-2.99361
NaCdAs,-0.41203999999999996
PaGaAu2,-0.43917
Hf2FeIr,-0.70312
PrNiC2,-0.31599
SrMnBe2,0.36635
BeSb2Pd,-0.07996
U(PdS2)2,-0.88264
Be2ZnSe,0.41321
TiNbO4,-2.89049
Sc2BeTc,-0.16994
SnF3,-2.4531400000000003
RbSb3Se5,-0.47958
PtRh3,-0.01117
Li2Ti3CoO8,-2.70658
CaSiPd,-0.8023899999999999
CrFe2Si,-0.21952
Na2AlNiF7,-2.95203
K2LiAlH6,-0.38678
YBe2Se,-0.03255
NaYSiO4,-3.16384
Cu2Hg2SF6,-1.31835
Zr3O,-1.49981
DyHg2,-0.20018
Mn5Si3,-0.22394
Mn2AlW,-0.34703
Nb2Tl4S,-0.6177
ZrCo,-0.34178000000000003
LiAsPt2,-0.25017
SmSF,-3.2313099999999997
CaF2,-4.17138
RbCdF3,-2.59223
H3N,-0.28519
ZnSeO4,-0.92315
Be2Pt,-0.09136
Er2O3,-3.83765
YbPt3,-0.88231
Ba4PdCl,0.14065
DyTlSe2,-1.44032
NdAl2,-0.5254
Li8TiS6,-1.44564
Rb2O2,-1.20671
UGe3,-0.30159
LaBe2Cu,0.30122
Yb3InC,-0.09771
SrBeGe,0.10597000000000001
SrZn2,-0.32467
NaBi,-0.34961
ScIn3,-0.29980999999999997
NdTlPd,-0.66518
Y2W2O9,-3.02446
PtN2,0.38004
YF3,-4.15215
Ba2YMn3O7,-2.49967
NiSbSe,-0.30367
SiAgPt5,-0.25437
ZnCuNi2,-0.12202
InPd3,-0.4124600000000001
BiH3,0.77187
ScTlRh2,-0.58321
Ba4YBi,0.23899
Ti2CdC,-0.57808
ScVO3,-2.6047700000000003
Li2MoO3,-2.22503
ZnMoF5,-2.31074
Yb2In,-0.41363
Zr(NiP)2,-0.8083
NbZnRu2,-0.24104
NaYS2,-2.03782
BaSc4Mn,0.8639600000000001
NaSr3TaO6,-3.04675
NaSr3SbO6,-2.5811599999999997
UTe,-0.40676
ThPt3,-1.13409
Te4MoW3(SeS)2,-0.30474
Y2NiIr,-0.75112
Ba4YGe,0.48435
Hf5Ga3,-0.42162
Be2B,-0.01672
HfBeBi2,0.43439
TiSb,-0.17825
TcRu3,-0.06124
Ta2BeCd,0.19384
Co(CO)4,-0.53023
LiMg3,-0.03557
K2BeSe,-0.16854
Be2GaSe,0.45688
Sm(SiRu)2,-0.8380700000000001
Li2CaTl,-0.05126
LiAsO3,-1.6808299999999998
TlCuAs,0.2247
BaNa2Si,0.18102000000000001
RbVBr3,-1.12641
HfSiSe,-0.9926
ScVOs2,0.2828
BaSeO3,-2.031
BaInTe2,-0.92005
BiSeBr,-0.56989
CrSbS3,-0.57075
HfAsRu,-0.72347
SnAs,-0.07056
Sc2Al,-0.37711
Dy(CrGe)2,-0.28031
Er2Re2Si2C,-0.61479
RbYb3,0.1916
Hf(B2H3)2,-0.17954
Ba4YHf,0.85045
BeCdSi2,0.56685
Na2FeO2,-1.4061
InPbCl3,-1.0187700000000002
YBO3,-3.3475900000000003
Mn8(OF)3,-1.88894
Th3Br,0.02104
PdPbF4,-1.90773
SrBe2V,0.3807
Ca2TlHg,0.14375
CaBeCd,0.10223
U3Si2,-0.10843
MnCo5O2,-1.07086
BaNiRh2,0.51615
InBF4,-2.64869
RbBe3ZnF9,-3.19553
BeTl2Ni,0.20771
Y3Mg,0.01444
CaCd3O4,-1.71067
Be(GaPd)2,-0.05626
TaAlO4,-3.1632
Rb2VCuS4,-1.15093
UTlO3,-2.73172
ErRh5,-0.30694
Y3GaO6,-3.4212
As2SO6,-1.26827
TiBe2Os,-0.16714
HfFe2,-0.36118
Ca(TiN)2,-0.79977
Nd(SiRh)2,-1.03183
H4CN2O,-0.46213999999999994
Sc(Fe2P)2,-0.72055
TlAsPt5,-0.09611
YMgZn2,-0.38682
HfBeCu,-0.12177
U(BO3)2,-2.8283
K3AlO3,-2.22083
Li2FeNi(PO4)2,-2.0190200000000003
Y2PtAu,-1.07945
Li2Co3TeO8,-1.40248
MgFe(GeO3)2,-1.89175
Tl2Pt2O7,-0.85211
BeHg4Ru,1.25519
Ca3CuRhO6,-2.1802900000000003
Ta3SBr7,-0.97968
HoCuS2,-1.48675
Li2H2Pt,-0.53394
Be2MoCl,0.65361
TiBeNb,0.2692
CoAg3(CN)6,0.36409
PrAu,-0.81879
Mn3OF5,-2.2881400000000003
SrLuCuS3,-1.8426799999999999
BeInGe4,0.61978
LaReB,1.1061299999999998
BeTcPb4,1.27114
Sm(HO)3,-2.02937
LiNiN,-0.17665
Li2BeNi,0.00134
MnAl,-0.22066
PrCd3,-0.33846
Sr4BeV,1.35699
ErRu3,0.09711
BeCd4Os,0.91295
LiZrRh2,-0.68767
Li2CrNi(PO4)2,-2.08555
Mg2Sb2O5,-1.9947400000000002
Li(CoGe)6,-0.24169
RbN3,-0.18808
Er2(NiB2)3,-0.60078
Zn(BH4)2,-0.02404
Li2V3WO8,-2.4140900000000003
ErB4,-0.60821
Li2MnCr2O6,-2.08453
Nd(SiOs)2,-0.66945
UCoB4,-0.48995
CeVO3,-3.00821
Ba4CrCl,0.44678999999999996
KHo2CuS4,-1.81065
Sr3(InP2)2,-0.9151600000000001
NdMgAu2,-0.78585
Ca(AlGe)2,-0.4854
TmInRh,-0.77357
ZrSbPd,-0.70153
Mg3BeAl8O6,-3.2658400000000003
LuAsPd,-1.14404
Sc2IrPt,-0.06848
BeZn2Tc,0.13595
TiSnPd2,-0.5695
Dy(CoGe)2,-0.61395
BeVSi4,0.56655
BeTc2Pd,0.08173
ZrCuSi,-0.62517
Li6PS5Br,-1.18008
Tm2MgIr,-0.55104
Ca3Ni7B2,-0.40293
ScBe2Pb,0.15536
Ta4AlC3,-0.5376
VCo2Ge,-0.19991
TlPt,0.53414
ErIn3,-0.3803
Yb2ZnRh,-0.60039
Na3Mo(OF)3,-2.61824
Ti2ReTc,-0.46815
LaBe2Pd,-0.06748
Li2TiCo3O8,-1.89498
AgO,-0.22261
CaAl4,-0.27860999999999997
Ni4N,1.97194
Ca(HO)2,-1.79007
SbIr,-0.15550999999999998
LiCuBO3,-1.86005
PrSmMg2,-0.10322
ZnCuPt2,-0.35896999999999996
Hg3(TeBr)2,-0.19261
ZnCu2SnS4,-0.51939
Co3S4,-0.52972
Tl2PdCl4,-0.83245
RbTcO4,-1.90604
BaZn(AgO2)4,-0.4707
NpO,-2.5746599999999997
LiY2Ru,-0.31247
MnAsO4,-1.44302
DyB2Rh3,-0.7064699999999999
Li2VAsCO7,-1.82491
MnBe2Cu,-0.058329999999999986
Na2BeGe,0.1666
NaHoTl2,-0.25968
Tm2In,-0.34915999999999997
YMg,-0.09389
NaDy3,0.30674
Li3FeF6,-2.62384
LiHfPt2,-0.99589
Sr3(AlSi)2,-0.5
NdOF,-4.00709
Ca(AuO2)2,-1.26839
YP,-1.18941
LiI,-1.28714
ZrBe2Sn,0.08901
Mg6MnO8,-2.80594
PrPd3,-0.78359
LiMg2Pd,-0.49696999999999997
VSiPt,-0.40691
NaMn2O4,-1.83743
YbH2,-0.64461
VIr3,-0.48763
SCl,-0.16683
CaBe2Ru,0.45436
K2CrPCO7,-2.07398
BaErAgS3,-1.7588700000000002
AlPPt5,-0.57005
Te2Rh3,-0.18834
HoCrO4,-2.82793
YBeCd,-0.11617
YbAu2,-0.92585
LiBe2Co,0.03142
Pr2Zr2O7,-3.69754
Sm3RuO7,-2.92358
LiCuS2,-0.61844
SmBiRh,-0.72777
Ba4NiRh,0.97372
CdCo3N,-0.02111
RbErSe2,-1.8363900000000002
PH6(NO)2,-0.81896
CrPd3,-0.05165
TiCl3,-1.6313799999999998
PuNi,0.07016
NaBe4SbO7,-2.55954
MnSiTc2,-0.25069
LiGaHg2,0.19302
BeSiHg,0.6854100000000001
LiAgTe,-0.44045
UIN,-1.4407299999999998
KMnRu,1.49058
Yb(HoS2)2,-2.30506
SrCu2(BO3)2,-2.0485700000000002
Y2ZnIr,-0.72624
K6CoS4,-1.0756700000000001
Mg2TiSbO6,-2.5091099999999997
KBe2Bi,0.43528
ZnCO3,-1.51804
LiSiAg2,1.63718
ErAu4,-0.6454300000000001
Ba(CoAs)2,-0.6389699999999999
Ta2SnO6,-2.7324200000000003
TbYIr2,-0.92463
Rb2O3,-1.11171
ErCuSe2,-1.24746
Li4Ti3Cu3(TeO3)2,-1.94226
Be3Zn4Si3SO2,-2.4643900000000003
Ce2ZnNi2,-0.38842
Re(AgCl3)2,-0.55823
MgBeCu2,0.03668
TmBr3,-1.8223
Y2Mo2O7,-2.86471
K2Al2O3F2,-3.10807
Er3GaC,1.13854
Y2BeW,0.11379
AsSeI,-0.17523
SmSiAg,-0.5655600000000001
Tb(CoB3)2,-0.34576999999999997
BeNbNi,-0.19537000000000002
BeGaRu2,0.03562
KPb2,-0.2253300000000001
LiBi3(BrO2)2,-1.45928
Co2SbTe,-0.08066
AsPtSe,-0.10752
USb2Ru,-0.2986
BePt2Cl,0.38776
Mg4TiBe,0.6149
Ho(MnSi)2,-0.56524
FeNiMo,0.47916
YbPrAg2,-0.42449
ZrTiO4,-3.45761
LuSi3,-0.10558
TeAsRu,-0.37373
Ba2BrN,-1.36901
CuBiPbS3,-0.44544
Na2TlSb,-0.37477
Rb2NaMoF6,-2.82768
NaCuO,-1.14224
W2N,0.39575
LiCoAs,-0.51045
Rb5SiAs3,-0.50354
TiAl3,-0.37375
BaMgH4,-0.49873
LiPd,-0.4637
H4CN5Cl,-0.058329999999999986
ScFe2,-0.33016
Li4H4Rh,-0.44933
BeCuHg2,0.40283
Li4MnO3F,-2.18099
Ti3O,-1.38648
SmSnPd2,-0.8217399999999999
PI3,-0.03756
Al2Re3B,0.26173
Cr2O5,-1.8223599999999998
LiNdTi2O6,-3.22011
BeCo2W,-0.14620999999999998
Li2MgAu,-0.19831
Mn2Cd3O5,-1.21484
SmNiAs,-1.0589
SrMg5,-0.06982000000000001
TaPbBr,1.3087600000000001
LiBeZn,0.14012
Tm2NiRu,-0.53878
CaTiPO5,-2.95154
Yb2AgGe,-0.66738
NaFeO2,-1.4944
ZnCrF6,-2.50941
SBr,-0.05482000000000002
BeGa2Co,-0.02411
BeHgPd2,0.04187
RbIO3,-1.07456
Li7VO5F,-2.30514
K3CrO8,-1.32261
BaPdF4,-2.6992599999999998
Ba4BeCd,0.70428
Ba4LiOs,1.10999
AsRuBr,1.39078
Be2FeCl,0.13316
YB2C,-0.6136
UInNi2,-0.13523
Sr2HoReO6,-2.84807
Lu2PdPt,-1.21457
NbCl5,-1.266
NaAsPd,0.27768000000000004
HoCd2,-0.32971999999999996
Ho2Be2SiO7,-3.42849
WCl3,-0.81989
LiCa2Sn,-0.24755
FeO2,-0.11827
Na4Ge2Se5,-0.85521
PrTe3,-1.03084
Ba(NiP2)2,-0.6821699999999999
Tm(NiGe)2,-0.65973
RbTe6,-0.2752
ZrMnO3,-2.73009
YbCuSb,-0.76956
Sr3FeN3,-0.85945
Nb(Te2I3)2,-0.23441
NaMgSb,-0.57515
Rb4NO,-0.29858
Li4CuSi2O7,-2.38655
Pu3O2,-2.22681
Sr3MnN3,-0.94208
AsPIr2,0.63245
Y(FeB)2,-0.5021
LiPrO2,-2.991
Ba4IrO6,-2.35212
BaTiHg,1.0087
BaCdTe,-0.87684
BaMn2In,0.52273
ScCu3,-0.19243
CeZn,-0.20661
Na3CuO3,-1.31472
BaNa2Sr,1.07866
BeZn2Ge,0.26485
BaTiAlCuO5,-2.3545
TiBeV2,0.055470000000000005
BeCdOs2,0.1409
AlTeI7,-0.35669
KAcTe2,-1.41504
U3As4,-0.78363
NaVAs,0.627
Ge2MoO6,-1.67882
NaDyTl2,-0.26701
Ca2AlSnO5,-2.7455
MoCl3,-0.92461
BeGa4Te,0.45341
CaBeSn,-0.3601
Sc2TcPt,-0.81055
Sm4U2O,-3.63974
Sr2CoO3,-2.05349
YV2O4,-2.63301
CeCd,-0.13934000000000002
Rb2NaHoF6,-3.5307
NaLi3(H2N)4,-0.50879
Ba2CuSi2O7,-2.70379
SmHoTl2,-0.36489
LiHg2Pt,0.0030800000000000003
Ba4MgPb,0.21993000000000001
BeBi4Br,0.52313
Ba4ReHg,1.18953
Mn2AlRe,-0.19607
MgSnO2,-1.99525
Li3VO4,-2.55884
BeVSe,-0.054970000000000005
VZnF4,-2.45359
BC,0.42249
Zn3GaB6PO2,-2.18099
LiBe2Rh,-0.13258
AsCl2F3,-1.45759
Co6O5F7,-1.4987
CrAgSe2,-0.3325
BeNbCr2,0.22689
LiPm2Rh,-0.39223
Ba4GaMo,1.16466
YLuCd2,-0.35621
Li2Ni2SnO6,-1.48848
K3Ag,0.0458
BaTlSe,-0.68406
MgCuAs,-0.36532
Ca(MgAs)2,-1.0429
Li4Cr2P4(HO2)3,-2.10977
BeMo4P,0.76778
ErH2,-0.74447
MoF6,-2.54644
NaMgF3,-3.40881
Ba4CaOs,1.05616
Ba4VSb,0.8123100000000001
KBeZn2,0.58191
FeAgO2,-1.0031299999999999
PuNiC2,-0.24638
MnBeCo4,0.35252
AsS,-0.15061
Dy2IrAu,-0.93954
Zn2CoN2,0.13671
Pr(NiAs)2,-0.81588
Ca(CoGe)2,-0.51457
In3NO3,-1.19241
Y6TeO2,-3.3802800000000004
LiBe2Cr,0.21733000000000002
NaPmAu2,-0.67935
Hg2SeO3,-0.49336
LiBeV2,0.3062
AlTlI4,-0.72644
NaBeSb,-0.10772000000000001
Pr5Ge3,-0.70596
KBe2Te,0.35358
SmFeC2,-0.31021
Lu2InAg,-0.40451
LiV4O5F7,-2.77969
CaPmRh2,-0.61455
Si3N4,-1.04656
LiTbTl2,-0.34405
MgB4Os3,-0.20544
NaBe2Pb,0.6671199999999999
BaTeO3,-2.08385
V5S4,-0.97703
Na2UO4,-2.73773
Sr2Pb,-0.62105
ScTlCd,0.06545
Ho(GePd)2,-0.74707
BeHgRh,0.19837
TbS,-2.15731
ScZnPt2,-0.96201
NbCoTe2,-0.34851
TbAl2,-0.54108
BeSnAs,0.31817
Sr(AgSn)2,-0.37422
Al2PdPt,-0.77041
NaZr2MnF,-3.50539
KPt2S3,-0.73416
Li2ErIn,-0.28815999999999997
AgBF5,-2.1935
P4Ru,-0.44391
Sm3Se4,-1.91794
BeReHg,0.68703
LiP2WO7,-2.10511
Hf2In5,-0.13297
Hg2Mo2O7,-1.59715
BeHg2Pd,0.3445
TiAsOs2,0.22212
Nd2CdHg,-0.36057
Li5TiV3O8,-2.41031
RbCaI3,-1.6154
SiC2,0.36521
Hf2Ga3,-0.46472
Mn2BePd,0.0198
TaAsSe,0.5632
Sb4I2O5,-1.1982700000000002
TaTlO3,-2.38081
Mg2BePt,-0.3499
NaBe2Sn,0.57591
FeTeAs,-0.25219
Al2Ru,-0.66203
Ho3CuSnS7,-1.54879
KAuF6,-1.60169
MgGeO3,-2.19738
DyCoSn2,-0.38165
Sc(ReO3)2,-2.2608599999999996
HoInCu,-0.43838
Tl3H,0.44187
UCl6,-1.52813
Li4VGa3O8,-2.18869
Ag2O,-0.08248
UAu2,-0.33521999999999996
Lu3O2F5,-4.2919800000000015
PuRu2,0.13285999999999998
Rb3H5Pt,-0.40107
SrMgGe,-0.6217
MgZnPd2,-0.66203
Cu(BO2)2,-2.0323599999999997
BaInMo2,1.21135
NiPbO3,-0.89349
Er2TeO2,-3.0874200000000003
Li4SiO4,-2.5528299999999997
RhN2,0.22351
Ce4C2Br5,-1.39741
Ti5CuSb2,-0.36493
MnH4(OF2)2,-1.66777
NaCeO2,-2.7962
AlCuPd2,-0.60764
Rb3Sn,-0.10893
Sm5Co2,-0.15861
FeSi2,-0.29061
ScAu2,-0.87602
Zr2TcPd,-0.55521
Li3Al2CrO6,-2.73115
In3Ge,0.11857
Mn3ZnN,-0.22793000000000002
LiSi2N3,-1.26168
BeCr2Cd,0.26725
PrSnRh,-0.8485799999999999
Co2Sn,0.16339
BeGaTe2,0.33893
Ba4SbRh,0.39833
Te2Os,-0.05571
SmBi2IO4,-2.06734
Hg3(BO3)2,-1.29969
Tl2Hg2PdCl8,-0.69863
Ba4ReRh,1.46571
Be2ZnIn,0.39552
Be2NbRh,-0.21105
ZrBe2Bi,0.15717
Ni3(PbSe)2,-0.25340999999999997
CeRh,-0.8036399999999999
ScCoC2,-0.41345
Al2CuTc,2.34803
LiGaNi2,-0.35519
Ba4HfTa,1.45541
BeRe2Cl,0.19045
Rb3AsSe6,-0.35854
BeHg2Te,0.45042
MgBeSe,0.02079
CdHClO,-1.1397700000000002
Dy2Hf2O7,-3.82745
BeTl2Cr,0.80353
BeRu2Rh,0.031
Zr6CI2,-0.9981700000000001
RuI,0.9270299999999999
Er2ZnIn,-0.41638
Al2BiSe4,-0.7924
BeVOs2,-0.06496
Hg2P3Br,-0.05961
Ba2CuPd,1.2086
SrAl2O4,-3.31902
Rb2CoSe2,-0.78005
NdAl7Au3,-0.5615600000000001
TiB,0.62688
KNa2Be,0.47338
TaO2F,-3.0161700000000002
Lu2AgOs,-0.46395
BaTe3,-0.94926
BaYTiCuO5,-2.8595599999999997
Ba4MnTc,1.36358
LiScS2,-1.94491
Li2TmTl,-0.21647
CaAlSi,-0.46326999999999996
ErP,-1.7107299999999999
BeO,-2.53707
V(CO3)2,-1.59171
LuGeAu,-0.7901
YbGePt,-1.08028
Ba4GeSb,0.13174
K3NaCr2O8,-2.18763
LiPmAu2,-0.73935
SrBeCd2,0.20738
Hf2S,-1.1020299999999998
LaMg3,-0.13139
ScPt3,-1.0845799999999999
NaHO,-1.37081
KH3F4,-2.0047
LiMnPd2,-0.32816
FeRe,0.05337000000000002
Lu2(CN2)3,-0.87056
Rb3InO3,-1.53933
Nd3(BN2)2,-1.46973
ZrZnAs,0.08827
Co2Ge,-0.0717
SiC(ClF)3,-1.37174
YBe2Fe,0.05322
YB2,-0.27609
MnBO3,-2.14587
MnPH2CO6,-1.55295
BaTi2As2O,-1.6952599999999998
Yb(SiAu)2,-0.50903
Ba4ScRh,0.8733799999999999
BaSi2Ir,0.5114
Li3Zn,-0.13775
SrAgO3,-1.22939
MnSiRu2,-0.35052
Ti2GaNi,-0.2525
BaTcBi,1.32207
K2Co(H2Se)2,-1.1076
NaTbO2,-3.0217099999999997
Nd2ZnAg,-0.31676
Sm3GaO6,-3.30611
InFeRh2,0.40965
YbAgSb,-0.7515
Ta2Te4O,-0.84083
Cr(SiO3)2,-2.51809
KH2I3O,-0.88515
Sr2CdAs2,-1.03126
Ba2Ti3AlO8,-2.88515
Ba2YCr3O7,-2.53505
FeBiO3,-1.31949
YZn5,-0.29832
LiTeHO4,-1.2719200000000002
PrF3,-4.15958
LiNd2Ga,-0.29496999999999995
Li3Ti2V2O8,-2.6934
YErO3,-3.792780000000002
Pr(SiRh)2,-1.0181799999999999
Li2VF6,-2.9774
UPd3,-0.5585899999999999
NaAc2Sn,-0.31461
Ti2Al,0.53606
HoScRu2,-0.49769
TeMoWS3,-0.61348
NdFe2,0.04498
Pm2S3,-2.1674
TaInS2,-0.9601799999999999
MgSbRu2,-0.16235
Lu2CdS4,-1.80139
MoCl3O,-1.21696
ZrBeCl2,-0.18483
YTh4,-3.93376
MnBe2Pt,-0.24551
NbRu3C,-0.02075
LuCl3,-2.22571
TaO2,-2.79812
Ba4GeRu,0.9188
BaBiIO2,-1.97786
BaN3Cl,-1.00473
HRh,0.12625999999999998
H4INO4,-0.37634
Mo2AsPd,0.33904
SrMn2Si,0.58831
K4SrU3O2,-3.06259
La3InC,-0.3794300000000001
BaLiCa,0.53975
BiF4,-2.11516
Pr3CuGeSe7,-1.3756
Ba3SbN,-0.91333
LiBe2Cl,-0.24341999999999997
Ce(GePd)2,-0.74805
BeFe4Ir,0.13288
Ba4NbRu,1.4681799999999998
AlVRu2,-0.61861
CaMg(SiO3)2,-3.0610000000000004
Sn3Pt2,-0.47405
CaAcIn2,-0.49908
PrRh,-0.70449
Li6Fe(O2F)2,-2.2171
Li3MnO4,-2.00736
Sr2BeBi,-0.00359
MnPH2O5,-1.75052
Ba2HoB2ClO6,-3.13394
Ba4ZrCd,0.69462
CeB6,-0.53379
LiAuI4,-0.46452
LiBe2P,0.12476
Na2PRuCO7,-1.77705
BaCdSb,-0.29875999999999997
PrRh2,-0.6692600000000001
K2SO4,-0.25646
Ba4PSe,-0.03257
ZrBe2Br,0.45956
LiMgPd2,-0.65799
PSe,-0.04488
ZnCoPHO5,-1.62565
TlBS2,-0.5313100000000001
