pretty_comp,encut
LiY2Ag,800
Fe2NiO4,1200
LiNdHg2,800
Ba2YFe3O8,1200
Th(CrGe)2,500
UAlRh,650
PdSeO4,1250
Tm5NiPb3,650
Hf2CuSb3,600
ScTaOs2,700
Ba2SrCo,500
Ba4MnMo,650
YFeF5,750
ZnP,650
Li7SbO6,1300
ZrMo3,500
Mg4BeTe,750
SrBe2Pb,1000
Co5SbO8,1250
YbAgGe,550
KAgC2,850
DyInRh,650
SiBi2O5,1250
Cu3Pd,650
PrSF,750
NbSbRh,500
Ti2Ga,700
W(S4Cl3)2,900
PuB4,1100
Li6CuB4,1300
MgRe2As,600
TbInAg2,500
LuSb3,500
BaGaRe2,650
ScPS4,650
RbMnF3,750
Tl3Ru,550
Ca(GeAu)2,550
Hg(BiO3)2,1200
Na2LiNF6,1200
InPd3,850
MgV2O5,1250
Ba4ZrTe,500
BeGaPt2,950
Er(HO)3,1200
Zn2Cr3O8,1200
BeTeW,900
Sm2ZnIn,550
HgI2,550
B2Mo2Ir,700
Mn(InTe2)2,600
PmInNi2,600
K4Au6S5,650
RbCuC2,950
NbInSe2,550
PbClF,850
LiCaF3,750
Ce3Ga,1400
P3Ir,650
YSi2,500
Na3Co,750
ErB4,1050
Rb2LiTlCl6,850
Ba6(NiO)5,1450
LiFeCoO4,1300
Zr4Co7Ge6,750
Ac3Pr,500
Li2CuP,1150
Tc2N,1050
BaRh2Br,500
Mn3(SiTe3)2,800
CePt2,1350
ZnGaPd2,500
Sr3Bi2,500
NaMg,600
Be2PBr,1000
Li5MnOF5,1250
ZnPt,500
Y2PtAu,700
Ta2CrAs,500
LiTbSe2,750
ZnH2SO5,1300
Na2MnBe,600
Be3Cd4Si3TeO2,1250
Er2Si2O7,1200
YSe,500
Be2InSn,1050
CaAgHg2,600
MoH,650
LiTi3O6,1200
Li5Co5(SnO)2,1300
Zn3Si3(BiO)2,1350
Sm2Ti3(BiO)2,1250
Lu2CoRh,500
Na2Co2O3,1200
CdInRh2,650
YRe2,750
CaSnO2,1200
AlCuTe2,900
LiBe2Rh,950
AsPdAu,550
K2BaSe,500
TaInS2,600
CaCuAs,850
Tl3BO3,1200
Na(Fe2Sb)2,1000
CaRh2,650
SmIn2Ir,600
NaCN,900
MnBe2Nb,1050
Pa3Si,600
K2CoPb(N3O)2,1450
NaNdO2,850
TcAsAu,800
Ba4MoSe,550
CaZnSO,750
Na6Ge2S7,850
TiAsRu2,600
YB2Rh3,500
P3Pd,850
LiBeCo,700
Rb2NaCoF6,650
LiV2O3F,1250
LiGa5O8,1300
HfAlCu2,650
HfBe2Pd,1050
NdSeF,600
K4ZnAs2,500
CaSnHg,500
Er2PdAu,500
AcZnAu2,500
Y(Al2Fe)4,750
SmBr3,650
ZrCl,850
Ba2InBrO3,1200
V2Cu3H6O,1200
BaC2,900
UO3,800
Sr(FeAs)2,750
Ba3(BO3)2,1350
Pm2ZnRu,500
MgVF6,850
NpSnAu2,700
Ba3TiS5,1250
BeInRh2,700
DyO3,1150
LiCe2Ru,1300
K6Na3AlSb4,800
AlFeO3,850
Ba2YSbO6,1250
Tb(GeRh)2,600
MgFeF6,750
ZrBr2,900
NbF3,700
H4NF,1050
SmMg2Ag,650
Tb2Pt2O7,1250
Be2GaFe,1000
Ce4DyO9,900
Ca2CoO3,800
BaMnGe2,700
KBaNb,500
Be2CuW,1050
Sr2MgIrO6,1150
MgBe2Te,950
Be2CdRe,1050
TbVO3,1250
Cu3P,950
Ti4ZnS8,650
KNdGeS4,650
TiTl2W,500
ScPt3,800
BaYSc,500
Be2TcRu,1050
Rb2Al2Sb2O7,1200
Li2AlPt,750
Ta2PdSe6,500
Sr(AlPb)2,500
MnBe2Cl,1050
Co2NiS4,700
MgH4(NO4)2,1400
Rb3Na(RuO4)2,850
Ac2CuIr,600
Mg2Pb,650
Na2LiBe2F7,1250
Ba4CuGe,550
Na4I2O,800
SrMnBe2,1050
Fe3N,950
LiEr2Os,500
Ba4RePt,600
ScVO3,800
CaCr2O5,1200
Li2O2,700
Nb3Te4,600
Ca3BN3,900
KAsSe2,500
NaNdS2,650
Ho5(ReO)2,1250
Y(CuGe)2,850
Fe3PH6PbSO4,1250
BeGa2Bi,650
Ba4CaOs,600
BeGaRu,950
CaAcZn2,650
LiCa2Pd,800
Li4Mn3V3Cr2O6,1300
Ga3Cu,800
PrNd3,500
ZrNbTc2,1050
Ca2Co3O8,1300
Ni3Sn,700
Hg2Os2O7,1250
AlOs,500
YbTaO4,1200
Sr3MgRhO6,1250
YAu,550
ZnCl2,800
LiBeN,1250
BeCoOs2,650
Li5Sn2,1250
SrCuBi,600
Na3Sn,750
ScCu3,900
SmCoSi3,500
TlH4NCl4,850
BaSe4Br,550
PdSe,900
GaCu2As,850
Ba2TlV,500
NbO2F,1200
Th(Al2Cr)4,500
Li3Ti2Fe3,1250
Mn3O2F5,1200
Yb3Ru,500
LiBe2Ir,900
MgTaBe2,1000
Ba4LiTc,800
Ca3Si3(BiO)2,1350
TbBi2IO4,1100
Te6Mo3WSe2,500
Bi2OsAu,500
NdNiSb,600
BaZn(NiO2)4,1150
KSmF4,1250
Ba4GaCu,550
NaBeBr,650
Li6I3N,1300
Li4Ca(BO3)2,1350
Ba4TlGe,650
CePt3,1250
BPd3,950
Mg2AgPd,800
BeZnFe4,750
Na2MnCl4,850
Sm3Y,500
NiRhF6,1100
TaAsAu,500
Ba4ZnRe,700
FeAg3(CN)6,1100
FeF3,1250
Na3Bi,750
Mg2C3,1100
BaPtBr2,550
Ba4TlRh,550
CdRh2Pb,650
TaBePt,950
BaNaMo,600
HoRh3C,800
HoErPd2,500
BCl3,800
Sm2MgRu,650
HoLuMg2,700
Sr(BiO2)2,1200
Mg2TaBiO6,1250
TbAlNi,650
NaCrS2,600
LiHo2Pt,500
Sm(BOs)2,750
Ni2SnAs,600
PaZnPt2,500
KNa(BH4)2,800
SrBeHg2,1000
BSb,550
YMgAg,850
SrCN2,950
LiAl2Rh,700
KO2,1200
YbMgO3,1050
FeOF,1200
HfTlAu2,550
B4W,1000
Mg2SnN2,1000
TeRuPb,500
HoAs,500
PaSe3,550
LiBeGe2,800
Y4Ga2Pt,700
LiPRh2,700
MnZn,650
Li2BeCl2,850
BaC2(SN)2,1250
Li2DyPCO7,1350
Sr(AsPd)2,500
BeRuRh2,1050
CaPrAg2,550
SmGeO3,850
Li4Fe3(OF3)2,1200
MoBr2,800
SmTlAu2,550
NaHg2IO2,800
Ba4CdSb,550
K2BrCl6F,850
PbI2,500
Mn(Sb2O)2,1250
BeNiCl,900
UI4,550
PuPd,750
Li2Ni3SbO8,1400
CuCO3,1150
ScSiAu,550
U(FeSi)2,800
Ta2BeCu,650
Sm3Si2Ni,650
Ba4SrW,550
Li6MgBr8,1300
Ba4BeBr,650
Al2Cu,600
Sm2Ge5Ir3,1000
BeGaP2,650
Sm(NiAs)2,600
Na2AgSb,750
RbYO2,800
Cu3N,950
MnZnIr2,650
LiZnCd2,750
Ca(CeS2)2,1400
BeSn2Os,650
MgInBr3,1050
YHg3,1050
ReC2,950
Na(OsO3)2,1250
NdSF,600
CoO2,800
BeFeCo2,650
TbTlPd,900
NbBr3O,1200
BeTe2Ru,700
Sr3ScNiO6,800
NbGeIr,700
ZnCuNi2,800
BeGePd,950
BeSbMo,900
Li4ZrO4,1300
Hf(Te2Cl3)2,800
SbPO4,1300
PuIrO3,1050
BaZr2Pd,600
Ba4TlBi,600
Li3Nd,1200
ErGePd2,500
Ba4TiTl,600
Ga2BiAs,550
Tb3Yb,500
Ba5Re3BrO5,1900
Sr3FeN3,950
Na2Cu2Si4O,1100
Li2Cr3SnO8,1250
InSn2I5,750
NbCoP,650
LiNd2Ga,500
RbCuO3,850
CuAuO2,800
Be2GaRu,1000
ZrZnN2,850
UV2,550
MgGeAs2,600
Y2Ti2S2O5,1200
YbNiO3,1450
U(CoP)2,900
K2SbAu,550
NbNi3,650
Zr3Ga2,650
H3AuC2NCl,1100
TiF2,650
Ca(AlCl4)2,1250
Ba4CrCd,550
UPb,550
ZrGaPt,1100
MnSe,700
Be2CdRu,1050
V6H4O3,1250
MgCr,650
HoMnB4,950
ZnSi2NiO6,1250
BeZnSi4,600
Li3Nb3TeO2,1300
CoAsS,700
Sm6GaCo2,600
Ti(BeOs)2,1050
AsP2Pd,500
Th(PS3)2,650
BeCdGa2,650
InAg(PSe3)2,650
NaBe2Cu,700
SnRh3,650
BaMgH4,600
Pm2CoIr,500
Ba4Cl6O,800
RbAcO3,800
YCuF5,750
NdSnPd,500
NaPN2,1050
Sr2MgUO6,1250
Co3B,1000
Y(FeO2)2,1150
Tc2MoAs,1000
NiO,800
Li2BeFe,700
KIO4,1200
MoN,850
GaB3N4,1000
CaSbF6,850
Ba2ZnReO6,1200
H3ClO,800
Ca4BeZn,650
LaSiBO5,1350
KLiZnS2,750
YHSe,550
Li2Si,1200
MnP,700
PrGa3,700
La(MnSi)2,2000
V5S4,650
AsPIr2,500
DyFeC2,900
AgGeO3,1200
BeVIn,650
LiSn4Ir,750
Ta3Ga2,700
Ti2MnCo,650
SmIn,500
DyTe3,500
LiIrRh,800
TaZnOs2,650
Nb5Ga4,650
Lu2ZnAg,500
CoMo,500
K2Mn(SeO3)2,1150
Te3MoWSe,500
Na2TiBe2,1050
TmMgGa,650
Rb5FeO4,1200
Ba2NaMg,650
Ho2IrRh,500
Tb4CdRh,700
Ni2PO5,1450
ZrP2,550
KBaV4,600
Na2CrO4,1200
FeO,750
CeTl3,1250
Sr2Cu(BO3)2,1250
LiP2WO8,1250
TiBeCo2,650
DyNiO3,1450
Lu4Ge6Ru7,1050
Ca(Ni2Sn)2,800
MnSb,650
LiHo2Ga,500
CaCO3,1200
Na3Ca,700
TbBPd3,500
PrInAg2,500
TiBe2Cr,1050
Rb2TiCl6,800
ZrAgB,550
TaH2,650
Li2Fe(PS3)2,800
Sc2TlC,800
LiHoSe2,750
Be2NbHg,1050
Mg2Rh,700
TbCdAu2,550
As2Pb4S6ICl,850
NdIn5Rh,600
KHfNi,600
Ti2IrW,550
Sc2CuIr,600
LiHfRh2,600
HoI3,500
CeCrSe2O,1300
Tl2(SeO3)3,1300
Ca2ZnN2,850
DyAl3,500
NaSiAu3,750
Cu2SnSe4,600
Bi2Pt2O7,1250
Hg(ClO3)2,1300
CaTb2O4,1200
TmI3,500
CaTm2O4,1200
Nb3Sn,600
ZrI4,650
K3Mg,650
LuCoC,900
U2SnRu2,650
Ba4CuMo,550
LiTi2As,700
LiCoCuO4,1200
Al2CoO4,1250
TiZn(BiO3)2,1150
Pr(PRu2)2,1000
TiGePd,500
AlAgSe2,550
YbZrRh2,600
BeCuBr,650
Bi2WO6,1250
Sr3ZnPtO6,1250
Yb(GeRh)2,600
K2Be2PbF8,1250
UTlO3,850
ZrSnRh,600
Be2NiTe,1000
BaSbTe,500
AgCO2,1300
NpNi2,800
Nd5AgS8,600
Ba2LiTe,1100
RbTaGeS5,650
TlCuSe2,800
Tl3PO4,1200
BeMo4Rh,1000
Be2SiOs,1000
Be2TcRh,1050
Zn(CoO2)2,1200
BaSO2,1100
Ba4VCr,600
CrTe4Au,500
Rb(TeO3)2,1250
ScAu,500
FePbO3,800
Ba4Fe2S4I5,1100
Tl3AsSe3,500
BeCuOs,650
SmP5,600
Ho3Zr,500
KMnSb,650
BaTiTe,500
BaNdFe2O5,1100
BaH4O3,1250
Au3S,850
BaHgSe2,500
Tb4InRh,650
PrBPt3,550
BeZn2P,600
Sr(NO3)2,1950
BeZn2Sn,600
Be2PdSe,1000
NaAsIr2,500
C3NClO4,1850
TaC,800
Nb2Co2O9,1300
Tb(Al2Fe)4,800
Li3CuS2,1250
TbSmHg2,550
Nd2TeO2,800
ScBeW,950
Sc2NCl2,800
MgBeCr4,1050
YbSmPt2,650
ScSiPd2,500
BeNbTe,900
Tm(FeSi)2,750
CaMnGe,700
TaCoTe2,650
MgP,700
Tm(SiRh)2,500
Ru(CO)4,1250
AlPt3C,750
Mg(FeGe)6,850
Li2EuGeS4,800
Eu(Mo3S4)2,650
CaBeHg,950
NaBeSn2,650
RbAuO2,800
K2TiBe,700
Rb2HgSe,550
Na2TaBe,650
Lu2NiOs,600
BaCoTe,550
BaMgSc,600
Zn3Co,700
Er(CoGe)2,700
BeTlIn4,650
Sr(NiAs)2,600
Mg3B(HO2)3,1250
NdGa3,500
Li4Mn3Nb(P2O3)2,1300
K3VO4,800
Na2(CaSi)3,1300
BaHgPd2,500
KBa2Re,550
Y2Si2O7,1200
Te2Pd,500
Nb3IrSe8,650
Ba(MgSi)2,700
TaSe2,500
BeCr2Pt,1050
Rb2NaSbCl6,800
Pr3AlN,800
NpGaRh2,750
Ba3Bi2F2,1250
ErVO4,1200
Sm2RuAu,600
Li2Co2Si2O7,1350
Y2BeGa,950
Sr(GeRh)2,600
Pb2O,750
Y(AlSi)2,500
TmSbPt,500
Al2Tc,800
Hg3Bi,550
ZnNiO3,1450
Sc5Ga3,1150
YTiO3,850
TbFeC2,900
Mg(ScS2)2,750
BeTcPt,1050
Li3SbS4,800
TiMo,500
Np(FeGe)2,800
BeIn2Cu,650
AlH3,700
TaCl5,900
MgSn3,500
YBe2Re,1000
Be2SnSe,1000
Sr3YbRhO6,1250
Ta2Si,500
Tm2In,550
Mn(HO)2,800
SmAsPd,500
SiMo3,500
YAl3,500
Mg2TlPb,650
Lu(BC)2,1050
Cr2N,900
YbCu4Au,950
NbAs,550
CaSn(GeO3)2,1250
LiBeIn,750
BeSn2Pd,950
BeSn2Hg,700
MnFe2Si,700
TmLuRh2,500
Pm2GeAu,500
NbAlPt,500
NaLiO3,600
Ga2Fe2S5,650
YBe2Cr,1050
NaCoO2,1150
MgGe2WO6,1250
Be2NiW,1050
Ce(AlAu)2,1350
Tl4CrI6,600
MgFePO5,1250
TmRh2,650
ScGe2,750
Ba4ZrNb,550
Sr3TbRhO6,1250
Ca2BiSbO6,1250
AgAu3,1000
BeGaP,650
Ca2BHN2,1200
RbFeO2,1000
BeGeW2,950
BeHgPd,950
Al(BiO3)3,1200
K(FeAs)2,750
Ba4TiBr,550
ErMnB4,900
Be2NbSi,1000
BeZn2W,650
Te2W2SeS,850
Lu(MnAl2)4,700
K2Fe(CO)4,1250
PuPt2,700
Yb(Ni2As)2,750
KBaHf,500
Ba2YNbO6,1200
CrSe,500
HoSe2,500
Li4BeTc,1200
Mo3I,500
Li2YbSi,750
TmTe3,500
ThGeS,600
NaOsSe2,500
Li(NiO2)2,1150
AlSi,500
Te(HO)6,1200
BeInMo2,950
NaPd2Pb,500
TiVRe2,650
YMn2O4,800
Ti3Mn2(CoO2)3,1250
Sr3SiO,800
TbSi2,500
Ba3NbGa3(SiO2)2,1300
Rb4Fe2O5,1200
Sr2Si5N8,1300
LiSiPd2,800
NdBeO3,700
BeHgSb,900
BeTlPb2,1000
Pr2Zr2O7,1250
Li2MnF5,1250
TlPt2Se3,850
Zn3N2,1100
BeNbFe,650
VOsCl,600
Be2SiTe,1000
ZrCuHg2,550
Sr(PrSe2)2,500
NdO2,750
Re(AgCl3)2,850
Nd2Te3,600
Be2TcGe,1050
SiH8,700
CeCuGe,1700
VSiTc2,1050
RbMgBO3,1300
KCuO2,950
Ba4MnPd,600
HgSeO3,1250
ZnHg3,500
Sr2YIrO6,1250
BeHgRh2,1050
Li2AcIn,750
Zn(RhO2)2,1200
HoSnAu,500
Ba4MgV,500
Nd(CoGe)2,700
K2OsCl6,800
Dy(AlSi)2,500
Lu3Si,500
BeFeRe,600
RbAuI3,550
Sc2Co,500
AlCoO3,850
MnSnO3,1150
K2Sn,500
Ti2In,600
Sr3ErRhO6,1250
ErCoC,900
Li5Ge4,1650
HfMgBe2,1000
SnH8(NCl3)2,900
KBe2Hg,1050
AlF3,750
BaPd5,900
Zn(NiO2)4,1500
YS,550
Sm3Si,500
K4Ru2O,850
BaIn4Ir,750
KZrF5,1300
Sm(FeSi)2,750
NaMnBe2,1050
BaTi(BO3)2,1250
Li2AlAu,750
LuPO4,1250
Au2S,600
Yb3Re,500
Ba4ZrRu,500
VCl3O,850
NaNiBO3,1200
KBH4,800
YbPaRu2,500
Tl2WCl6,850
SrU,500
Tl3Ge,700
LiY2Ru,700
Na2Zn2Se3,800
ZrTi2O,750
MgSeO3,1250
V5Te4,650
Ba3Bi2,650
LuCd2,500
LiMgSbPd,800
HfZnCu2,650
LiZr2Pt,800
Hf(SiNi)2,650
CePb3,1250
CaBeNi2,650
KYGeS4,650
FeCl3,650
FeGe,950
TiBe2Sb,1000
Hf4BePb,1000
RbCd(NO2)3,1300
BeCoHg2,950
MnInBr3,550
Na2BeGe,600
LuAlSi,500
CoSb,550
Fe3O4,1150
Ba2HgPb,550
NaNO2,1150
CaF2,600
CaFe2(Si2O)2,1250
BaNd2ZnO5,1200
FeSbO4,1150
K4Fe2O5,1200
YbVO4,1150
Ba2AlAg3O8,1200
HfBeCu,650
Ba4NbTe,600
LiMgTl2,800
LiZrAu2,800
BaTlHg2,500
SmRe3,600
Li2O,1300
PrVGe3,750
Ti3Al,550
Nd3AlN,800
Nd3Al3Si3(NO)2,1250
Rb2Bi2O5,1100
Na2ZnGeO4,1200
BaFeHg4,550
BiTe,500
ThP2O7,1900
PrZnSn,700
YbTe,500
Mg2Tl,1050
HfPd3,850
Zr2InCo2,550
Sr2MnSO3,800
NdCoGe,500
BeCo4Pb,650
Ti4AlN3,950
Ti2MnO4,1200
Zn2Cu(AsO4)2,1200
MoPRu,550
Li2CoSnO4,1200
Ba2CuPd,650
Nb3Tl,550
TaSnRu2,500
ThNiSn,600
BaThO3,800
SrBe2Te,1000
Sm(SiRh)2,600
BeFePt2,950
BeCoBr4,700
YCo3Se2ClO8,1350
Ca4SmB3,1250
Co(C2N3)2,1400
ZrAlPt2,900
Li3Cr(CoO3)2,1250
Sc2GaCu,600
Ba4InHg,600
NaLi2B(PO4)2,1850
Cr2S3,650
USn3,600
NdBi,500
LiCr(CO3)2,1350
NdSb,500
Tl3SbSe3,550
CuSe2Br,950
SrNd5S8,600
Ba(AsRu)2,500
Mn(NCl2)2,800
Sc4BeZn,650
NdSmHg2,600
CeCrO3,850
ScIr2,500
AlVRu2,600
Ge3F,550
H2CO,1250
LiTm2Co,500
RbCd4As3,600
Ca2BeIn,650
W(OF)2,1200
Y2SiCO7,1300
Li3MgPCO7,1350
U3O8,1200
La(CoP)2,950
HfV2As,500
Sr7(HBr)2,700
FeBW,750
YBeW4,1000
Mg(BiO2)2,1200
NaNiIO6,1150
Nd(CoB)2,650
Sr2YReO6,1150
Sr(InTe2)2,700
Ba3AsN,850
Ca2Fe3O8,1250
Li3CoNi3O8,1250
Li2Fe5O5F7,1250
Li2TiNiO4,1250
Li4CrO4,1300
NaLuS2,600
BeSbBr2,700
BaRu2Pt,650
BeZnHg4,1050
SrBeW2,950
Li5BO4,1350
Li4Ti3Cu3(TeO3)2,1250
TiMn2Ga,700
ReAsAu,500
PmInCu2,850
TaZnCo2,600
SbAsO5,1300
MgMoF6,750
Ba2MnZn2(AsO)2,800
Be2ZnRh,1000
Be2SnMo,1000
ScBeTc2,1050
Er2SeO2,800
ThSi2Ru3,650
SrAsPt,500
SrNb6O6,1250
BaTlSb,500
HfCrO3,1250
PrTlPd,950
Sr3Hg2,550
YPPt,500
RbLaSe2,1100
Ba2PbSe,600
ZrCu5,950
Ti3Pd5,500
Er3GaC,500
YZrBe2,1050
Y3CuGeS7,600
Y(NiO2)2,850
Nd5Si3,650
Mg3Ni,750
CrCl2,800
BeCl2,950
TaCl4,850
BaLiPd2,850
NdRu2,1000
Zn4P6SN2,1250
ZnSnAs2,700
Al5Rh2,1150
Hf2ReTc,800
PmZn2Cd,500
SmAlCu,650
Ba4ZrTa,500
MgBeSi2,700
Mg4Ta2O9,1300
BaCuAs,600
Lu2CuIr,650
Ni4N,800
UAsSe,550
K5ThF9,1250
SbAsF8,1250
TaBeBr4,950
TbCuSi,650
H5CNO2,1250
Li2CaMg,750
KBe2Bi,1000
BaSc4Ru,550
ZrCd,600
Mo2AsW,500
Ca2AsI,500
Ba4LaBi,1250
YbS,550
BaCdGe,750
Pr(FeGe)2,750
CdSiO3,850
Pr(CuSi)2,650
BeTcMo,1000
AsRu2W,650
AlH2PbO2F3,1250
TbNiSn,700
Hf(PS3)2,650
LiTl2Rh,750
Lu(AlGe)2,500
Th(CrB3)2,700
Yb(SiAg)2,550
Pr4C2Cl5,800
U6Mn,850
V3O5F,800
TaSb2,500
ErTiSi,550
Ce(CuSi)2,850
Tb2MgPd2,850
LiBeZn,750
BaN6,1300
SmSe2,500
CuBi,850
BeGaIr2,650
ThMgZn2,500
BaHf4Cu,550
Zr(CuP)2,600
BePtBr2,900
Tm2Mg,700
AlTc2Pb,1050
LiMn2NiO6,1200
BaBeSiO4,850
WCl4O,650
ScSiRu2,600
KBaRu2,550
Ba4OsCl,650
ZrBeCd,1000
BaTl2Br,500
BaMgZr2,650
Mn(CuCl2)2,650
BeV2Cu,650
AcClO,750
BeCoTe2,650
FeRhO3,800
Pt(SCl3)2,800
CaTl2O4,800
KBeHg2,1000
YAgO3,800
LiTlPd2,850
YInPt2,900
Co4(B2O)3,1350
Ni3Mo,650
Li2Mn2O9,1300
SrBe2Se,1000
HoSO,1150
Tl2O,700
Ba2YSn3O8,1200
InAg,500
K2NaAlP2,700
MgH2SO9,1250
Li8Ni(O2F)2,1250
CeInNi,1900
Na2Cr7O4,1250
Y2TlAg,550
FeSnRu2,500
Te2Rh,500
Ho2In,550
Li2VCl4,1200
V6O5F9,1250
KSiPCO7,1350
K2ZnBr4,550
Li2CeAs2,850
Ba4BeRh,650
Er2IrRu,500
Mg(MnS2)2,750
CuSbAs,600
Cr3PtN,850
Tb3SiBr3,700
SrCrF6,850
CaCrF5,1200
Y(SiRh)2,600
KC2IN2,1000
YB6,900
Tb5O9,1200
Be2VOs,1050
Lu2AlSi2,500
ScSn,500
Na2MnO4,1150
Li3V2F9,1250
PaZnAu2,500
Ca(SiAu)2,550
TcXeO4F5,1250
SmTlAg2,550
B5W2,700
Eu(ZnAs)2,650
Hf2NiMo,650
Al3Bi5Br2,700
ScBeGa4,600
Ba2HgTe,550
ThC2,950
ZrBe2Br,1000
AgWS4N,750
IrO3,850
Na4SnSe4,800
NaFePO4,1250
Ba2TmNbO6,1200
U2Al3C4,950
Be2NbSb,1000
Al4C3,900
Ca2CoO3,800
PmPd2Pb,500
TeAsHO5,1300
BePPb,1000
Al3CrO6,1250
CdPdF6,850
K2S2O5,1300
LiTlHg2,800
Ba2SiTe4,1200
MgTaZn,600
Ba(TlHg)2,700
Ba2TiSb,600
Yb(Mg3Al)2,1100
Ba4SiGe,700
MgTe(PbO3)2,1200
PrTlAg2,550
CuH4Pb2(ClO2)2,1100
YCo3H2,700
Be2NbOs,1000
NaAlO2,800
Hf6Zn6N,800
TmGeRh,1050
AlPt3,800
Li3Ti2V2O8,1250
Li2BiAu,800
LaCu5,1100
LiH3(SeO3)2,1300
BeCr2Si,650
Ba(AsRh)2,500
Li(YSi)2,750
USiIr,650
ErTa3,500
NdAg2,550
Lu2InAg,500
Nd2MgGe2,600
ZnGaO3,800
BeGeP2,650
MgBeZn,700
AsWBr,500
H2SeO4,1300
ZnCrSiO5,1250
CaBePt,950
MgUO4,1200
Ba4CaW,550
K2PdO2,750
Ca(FeS2)2,700
Ti5NbO2,1250
Si2SnO6,1250
PmSbPd2,500
Mg(AlC)2,900
ZrPbF6,1200
Ti3Os,700
BaMo4(PO3)2,1300
Th(SiNi)2,650
Ba4NaMo,650
UAl2Pd5,900
Y(Sn3Ru2)2,550
NaClO4,1300
BeOsBr2,700
Lu2ZnPd,500
BePtPb,950
Mg4P6Rh7,700
VRh3,650
Mn2CoIr,500
CoTeO3,850
LiLuPd2,800
BaNaMo2,600
Ba2HoReO6,1200
NiPS3,550
BeGaBr,700
KSbF6,1250
Ba3(PS4)2,700
FeCo2Ge,700
LiTmO2,700
KBa4Re,600
Th(CuGe)2,850
Pm2ZnPt,500
PHN2,1050
CaCrF4,850
NpSO,1100
NdIn3,550
DyTh,500
MgNbAs,650
TlCrTe2,500
LiSmGe,800
BeCo2W,700
VAuS2,650
Sc5Si7Pt9,1100
K2SnO2,1200
Mg4BeMo,750
Ba3CrO5,1250
YbLuPt2,500
BeZnRu,650
PNO,1350
NbCrN,900
BeSiHg,950
TaBeOs,650
TiBr2,500
Be2TeCl,1000
BeZnIr2,650
K2PdCl4,800
SmYMg2,700
Be2ZnPb,1050
Nb2RuW,500
Sc2OsAu,500
MgCuBi,650
Li2Mn2O3,700
TbYb2PrS6,750
Li2ZrTeO6,1250
PbAuO2,750
Sc3InB,600
Ba4CdIr,550
Ca(NiAs)2,600
Zn(SbO2)2,1150
ThAs2,500
Ba(MgBi)2,650
InPPt5,850
SmPuO3,850
HfCo3B2,700
Ba4FeGe,750
YbGa4,650
MgMnPt2,750
Ba4TlHg,500
KBe2Ge,1000
MnFe(PO4)2,1250
K2AgAs,550
Li7CuO4,1300
Na2CS3,950
GaPt,800
GeRu,600
Li3BN2,1350
Eu(MgGe)3,700
RbMgF3,800
Be2SiNi,1000
K2TaBe,650
HoBr3,650
Ce(BRu)2,1350
Tb2SO2,800
HfCrO4,1250
Mn2GeO4,850
TlCoF3,600
MnBeRh2,650
Be2GaP,1000
LiHoAu2,750
CrSb(PO4)2,1300
BaGa2Cl,650
LiLuO3,700
SmHoHg2,550
Mg3ReH7,700
Sc2V2O7,1200
Ho2Hf2O7,1300
Li2TiFe3O8,1250
LiLuO2,700
CoSi2,550
Nd3Au,550
RbSbO3,850
Be2TcPb,1050
Tb7O2,1250
PrMnSi,600
Ac2ZnGe,650
ErPd2,500
LuAg2,550
ZrBe2Cr,1050
ZrSiO4,1250
Ba4HoRu3O2,1250
Pm2NiIr,650
Tm6CoBi2,500
MgH6(CO3)2,1900
Al3Cr3(SbO3)2,1250
Tb(SiAu)2,550
Ca(AsO3)2,1100
Fe2SiO4,1150
BaPt5,850
NbSnRu,500
RbMnP,700
Fe3O5F,1250
SmMnB4,900
RbAuBr4,650
Ba4TeW,550
NaBe2Si,1000
LiTiS2,1200
K(InAu2)2,550
KCN,900
Hf6Al6Co7,600
Sr2MnClO3,800
LiCoPO4,1350
LiNO3,1300
SmEr3,500
Ba2HoTaO6,1200
TiTl2F6,600
Er3AlN,800
NaAuF4,750
NbC,800
Ca2Ti2O5,1250
Yb2Ge2O7,1250
Ca(VS2)2,600
Ca3(InAs2)2,600
NaAlSiO4,1300
AsP2W,500
GeC,800
Ba3BiN,900
Pr2Tl,550
KNa2,800
Cr3PdN,800
YRe(WO4)2,1200
Ca2AlCoO5,1250
LuPS4,650
Li2V3SbO8,1300
PrNdZn2,600
CrCoPt2,550
PdBr2,900
Mn2BeIr,600
Ba4CaTa,550
K2NaGaAs2,750
Dy2Ti2O7,1250
BeSi2Sb,650
NpCdAu2,500
NaTiBe2,1050
TlGeCl3,750
Rb4CO4,1150
PmSmMg2,750
Er(SiPd)2,500
Y2CdIn,500
Ca3SbAs,500
CrTe2,750
BeCr2Ge,650
InSiPt5,850
PrDyZn2,650
Hf(CuP)2,800
CeGeAu,1250
YbPrCd2,600
Y3Ni4B4C3,850
Be3N2,1000
HoCl2,800
Np3Al,800
TaBi4ClO8,1200
FePH5CO4,1250
Zr(Ni2As)2,900
BeGePd2,950
YbBPd3,550
K2LiBO3,1250
CrFe2Sb,700
CaBHO3,1300
LiBi(PdO2)2,1250
MgTiO3,1150
TmInCu4,900
HoAgGe,500
TaBe2Rh,1050
HoTmCu2,650
LiTiTe2,750
FeNi(PO4)2,1250
BeTc2Br,1050
ScSiNi,700
YPb3,500
ScNi4Sn,650
Li2CoO2,1150
Mg2AgIr,650
