pretty_comp,kpoint_length_unit
YAlNi,95
DyZnRh2,75
NaLiBe2,120
PaPd3,80
ScNbO4,45
SeBr2,60
Na3Ca,110
Ba4PPd,80
BeIn4Re,80
Ba2InClO3,55
BaTbF6,50
LiPm2Ru,65
RbNO3,45
AgAuCl4,50
BeSnCl2,85
Be2Ag,115
LiMnO2,50
Yb2HgBi,110
Fe2B,55
U(SiPd)2,55
LiHfBe2,95
BaSr2Mg(SiO4)2,50
TiCoAs,65
NaNb2P,55
VIrO3,80
NdCuSi,105
CoAgO3,50
Ca(MgSb)2,65
LiEuO2,50
CaBe2Tl,110
Ta3Ga2,105
RbTl3,80
Ti3H2O7,50
RbMgPO4,45
PrYMg2,100
BeFeCu4,85
TaBePb4,80
HoMnGe,60
Tm2Pd2Pb,155
SmMgZn2,90
HfNCl,45
BaCuO2,65
Ho2Ga8Co,135
Ba4GeSb,100
TbGeAu,60
Be2ReIr,155
TaS,65
CuBr,55
LiNiOF2,60
BaSn2(HO2)2,50
SmAs,60
CeS2,65
Ba4YTi,70
Li3(NiO2)4,55
LiTiBe2,80
Co2SnO4,50
Li2FeCuO4,55
Be2InBr,120
Ba4PPb,90
BaNa4O3,45
Be2ZnSi,75
BePbCl2,100
NaSb3O8,55
Ge2Sb2Te5,105
MgBe2Te,110
SnI4,50
PrO,80
CaMg2,125
KGeCl3,70
MnPO4,45
Rb3SbO3,50
Y6Os,55
UAl3Ni2,65
Ba4CdIr,75
LiBe2Sb,90
SmAs,110
KAgCl3,80
Ag3AsO4,95
Sc2AlCd,70
Ba3Nb2CoO9,55
Ba3(AlGe)2,85
Ba4CaPt,85
Nb4CoP,100
USbTe,60
MgBeTc,80
CaB2(H2O3)2,50
PrTiGe,90
KTiPSe5,60
ZrCuSi2,80
BaVBi,85
Hf2MnRh,95
ZrH2,50
BeMoPd,80
Ba4FeHg,95
SiPdO3,65
Y(CoGe)2,65
Be5Fe,70
NaUBO5,55
Li2Ag3F6,45
UFeB4,55
Nd3NbO7,60
BrN3,55
Ce4B2N5,60
Li8PtO6,45
Hg2P2S7,55
K3Sn5Cl3,45
NdMn2O5,65
MgMoH2O5,40
Li2PNO2,45
Zn3Cd,80
SrTl2,90
LiZn2Ni,100
Dy2Be2GeO7,50
HfAlIr2,70
VO2F,45
Li5B4,95
Ti2AsRh,55
Sc2CdTc,70
BaZnTe2,105
AsOs2Pt,95
BeSnGe,75
CeAl3,80
Li2AgSb,75
ThAu,75
Tl2PdSe2,70
Rb2CuCl3,50
Al2O3,50
MgMnF5,50
LiPm2Pt,80
Na5SnAs3,75
CdPtF6,40
ThBrN,55
Pt2W,90
NaEr3,80
BaSn,75
MnAlPd2,60
NbSnRu,80
Li2FeSiO4,55
Nd(MnGe)2,65
ScTlS2,55
Ti2VIr,85
Y2Au,100
SnC,55
TiIr3,100
Hf6Al6Pd7,105
Pd(SCl3)2,55
BaCdSb2,115
LiFe3(SnS4)2,50
MgH2SeO9,40
CaWO3,90
Rb2CdCl4,50
Ho3CuGeS7,60
LiCaF3,40
BeNiTe2,110
B5W2,85
VRe2O9,60
LiSm2Ir,80
Ba5Hf4S3,65
YbZnSn,100
Be2WSe,60
PbBr2,55
Lu2ZnPd,85
Ba4LiPd,80
Ba4IrCl,100
TbPt,135
VSiOs2,80
Ni3N,60
CuAs4S3Cl,60
Ca3Co2Ge3O2,60
LiCe2HO3,50
ThAs2,110
TlAsF6,45
YMgCd2,95
AgBr,55
TlFeSe2,60
TiZn3,95
VGe3,110
MgPPd5,80
Y2InCu,95
BeSi2Sb,110
NaPmHg2,80
K3PS4,55
PrGeBO5,50
Ca4Sb2S,55
Ba2LiZn,95
VBr2,55
GaCuSe2,65
BeNbPt,55
MnNiAs,55
Mn2CoSn,60
Sr3SbAs,60
LiGaNi2,95
HfBeSi,80
Hf2CuIr,105
NdMnGe,65
NbW5Se2,70
Rb2GeS3,55
Li2CrFe(PO4)2,50
ZrTi2Be,60
Li2Ti2V3,50
BaWBr,50
USnPt,55
MnInPd2,65
Ba4ReMo,90
NaTcAs,65
RbMnF3,80
BaCaV4O8,65
NaFeBP2H3,50
SbO2,70
VGaCo2,50
LiBiPd2,75
LuBi3,125
YCdAg2,105
Ba4TaNb,75
Ba4TaGa,75
LiBeNb,100
Hg(Mo3S4)2,65
Cr(FeSe2)2,55
TiO2,90
Bi2SO2,60
HfGaCu,85
BeInBi4,125
Rb2O,45
In2Ge2O7,50
BaBi3,145
NdRhC2,85
Cd2GeO4,55
BeGePd,70
Ba4MnNi,85
Ti3Os,90
SmB2,135
Y3AlCoS7,55
ErGeRu,75
LiAgF3,45
Li5Ti6FeO6,55
UTc2Sn,65
SiH8,40
TmC2,80
K2TaCl6,75
ErNi2,65
Zr6Al2Co,115
K2NaAlH6,55
MnTc2Mo,95
Mn3Sb,60
TiAlF5,45
Cr3Ir,100
Be2ReBr,100
BeBiSb2,130
Rb2CO3,50
YMgTl,70
NaYSn,80
Bi2Te2S,90
ErBi2IO4,60
NaAsO3,100
Na2MoO4,45
TeMo2SeS2,65
TiGaRh,65
RbSr2Nb3,55
BePdBr,85
MgPaRh2,90
MgTiF4,50
Mg(SbO3)2,50
Ca(SiAu)2,80
Zn(Sn2O3)2,60
Nd2IrPd,85
NdFeSi2,95
NdTeF,60
YbC2,45
Ba4PdRu,95
SmFe2,65
Ni2Sn4Au,110
AgNO2,45
Mg2ZnGa,110
Y2MgCu2,90
LiMnFeO4,50
Nb5Ge3,75
CaTiO2,45
Mn3CoO8,65
Na4SiO4,45
YBe2Pt,80
BeV2Pb,80
YSnAu2,95
Tm3AlC,75
PH3,50
K2RbPdF5,50
SmGe2,115
CuAsPbO4,45
Be2ZnRu,50
U(SiIr)2,50
Er(CuO2)2,55
LiGa2Pd,75
BaZnP2O7,50
B4W,105
ZnCuF4,50
YScO3,50
Hg3As8(S4Br3)2,55
YbBiAu,100
Ba4ScCd,65
MnBeIr4,105
CrTcGe2,110
ZrBeSi2,90
LiAsRh2,70
BaInSb,65
Be2VPb,95
SnBrF,45
K2Hg(CN)4,45
Li2CrCoO4,50
HoAg,115
Be2BiPb,120
CdSO4,50
Pm2SiHg,70
MnGa,100
LiBiS2,90
K4Zr5O2,50
Al(CuRe)2,85
In2S3,65
Ca2Mo3O8,60
Ba4NaP,70
Pr2NiIr,95
KCd(NO2)3,60
TbB2Ir3,120
Th2HN3,50
Sm2AgHg,100
Li4Co3Ni5O6,55
Sm2SiTeO4,50
MgBeRu2,65
NaAsPd,110
InSb2S4Br,55
Li4Mn3Ni(P2O3)2,50
PuAs,50
Sc2S3,55
LiScPd2,90
Ti3NbO8,55
Ba2CuH6,80
AlVOs2,60
Be2NiP,90
BeFeOs,75
TaIr3,100
Pd3S,95
Sm3Si2Ni,75
Rb2H6Pt,45
NaTi2O4,60
In6TeO2,55
Tm(CuS)2,95
Ga2HgO4,60
ZrCl3,65
Ac2ZnGe,120
BaAlCuSnO5,120
BaYCuNiO5,100
Be2CrIn,55
ScInAg2,90
Y2Mn2O7,85
AgPS3,45
Ba4TlZn,105
ReAgO4,40
CaPbO3,55
NaCd3,105
HoTlSe2,55
RbNiF3,60
Na2BeP,140
DyNiO3,65
NdSiAg,105
NpNiSn,60
CrH,60
MgNiH2,85
YMoO3,110
Ba4LaGe,80
Ca2Al2O5,50
PrAlGe,95
Ba3SbP,65
DySnAu,110
V2Zn2O5,60
Ag2SnHgSe4,65
Zn2CuN2,60
TbF3,45
Sc3Fe2Si3,60
Li4CO4,45
YS,95
USb2,85
TiSnRu2,80
Li2PmSi,80
Sr2CaIrO6,50
TiTc,75
Fe3Pb4ClO8,70
ZnCu2SnSe4,65
AlCo,65
ScPPt,70
SrTa2O6,55
Li2Si2NiO6,45
Mn(BeCl)2,55
LiHo2Ir,100
TbMgSn,110
TbFe3(B2O)2,55
KBa2Ni,70
Cr(PO3)2,50
BaMn2Cu,60
TlF3,50
BaLuFeCuO5,100
Hg3Pd,125
KNaO,50
Li5AuO4,45
AgB2,80
MoAsPt2,80
KNaSmTaO5,55
Li2MnSnO4,50
Rb3As,85
Ag3PS4,60
TmCo3B2,100
NpGa2,95
RbLuP2O7,50
Te4Mo3WSe4,60
Y2HgRu,90
CoSb2,75
SiRh3,65
HoMg3,110
Li5Nb2Cu3,50
ErInPt,125
Tb2IrPd,85
BeReBi,85
Tb(MnSi)2,85
Be2RhSe,105
Mn4ZnO8,60
K2NaAlP2,55
Li3In,75
KAuI3,60
NdCd2,95
TiMn2O6,55
VS2N3Cl2,55
Tb5Se2Cl3,45
Re3W,85
LiBe2Pb,135
RhI2,105
DyBiRh,90
NaMnBe,55
ErRu3,65
U(RhO3)2,50
Ho(NiGe)2,75
Ba(SnO2)4,65
YbCdAu2,100
K2OsNCl5,50
YbAu4,100
NpN,65
KMn4O8,55
Pr3Cu,70
TaHgS2,95
Y2AlNi2,65
CaCrO3,70
CeGa4Co9,60
CeH3,55
Th3Co3Sb4,70
CeAg,70
CrBiO3,50
NaHoTl2,105
NaErCl4,50
K2CoS2,50
Tl2TeI6,55
Al3Ir,110
Cr5B3,65
Li2CdPd,85
YZnAsO,70
KAcTe2,55
Zr5SiSb3,100
Pr2Br5,85
NaBe2Tc,60
ZrBRh3,65
TaBeTe,70
Lu3AlO6,50
TlPAuSe3,55
CrCl3,50
Na2BeBr,95
Ba4VTc,65
TaCo,90
Zn(InS2)2,60
ScBePt4,85
AlO3,85
Tb4CdRh,70
SiNi3,90
Ba4HfMn,90
PI3,50
ErB2Ir3,135
ScTlRh2,70
BeAlB,55
MnAsO4,50
LiGaRh2,80
Al(CoSi)2,90
PuAs,50
MnV,95
Ho2Fe2Si2C,60
Y5Sn3,75
HoSe,80
V2O3F2,55
KAsO2,50
In(IO3)3,55
Ba(CuAs)2,100
FeAgO2,45
TiBi2O5,60
Ba4ZrRu,75
Li4TiCrO6,45
Be2VFe,75
LiYbPb,100
MnBe2Se,55
Cd2SnO4,55
MgI2,55
Li2TiFeO4,50
CeNi5,70
FeO2F,50
Tb(BO2)3,45
LiO3,50
Ta2BeGe,120
La(PRu2)2,95
NdH3(CO2)3,45
MnCuSb,80
BeNb2Fe,75
Na2CdSn,85
MoW3(SeS)4,55
MoWSe3S,55
Sm(CuSi)2,90
LiTmIn2,85
PrRu2,85
YbNiO3,60
TiBeSe2,60
CoCl2,50
K8SnSb4,70
Co5SbO8,50
BeCu2Bi,140
NaC4N3,45
ZrAlW,80
MgMn2O4,55
Nb3N5,60
Sm2CdPd2,110
PuIrO3,65
Ti5Si3C,100
Mn2SnW,65
Pm2PtAu,85
Cd(PtO2)3,65
Li2FeBO4,55
MgTiBe,50
Ba4NbBr,65
YCo,85
HoBRh3,65
BaLiTl2,115
Fe2C,55
YbMgNiH4,55
BeCoCl,50
Sc(BeIr)2,80
Ce(NiSn)2,65
CuH2SeO5,50
NaH6CN2ClO2,45
BeReBr2,60
BaSrCl2,60
BaBiO3,95
Li2BePt,100
Sb2S3,65
AlGeRu2,90
YbDyRh2,115
TiBeZn2,65
NpAsSe,60
NaSbO2,45
Ni3O,55
Li5MnO3F,55
Ta2O5,45
Ce2CuGe6,85
Ba2RuO4,65
NdMgGa,95
MnBe2Si,70
BeInTe2,135
UZnNi4,60
Zr2BeP,105
HfSbRh,75
CaBe2Bi,90
YCo3B2,90
Ni2Mo3N,70
Ca4PdO6,50
NaCu3F7,55
TbPO4,45
Ca3TaGa3(SiO2)2,50
ErCuAs2,115
Ti2NiP2,50
Ho2Co2P7,80
ThSiO4,45
NaH3C2O5,45
Na3MoNO3,45
NbSnRh,65
AgTe2Au,95
PmZn2Au,95
BeTcBi2,105
WCl4O,80
LiY2Pt,95
KErO2,50
Tb5Br8,75
FeSi2,80
Ba4TaSb,95
MgIn,135
AcAg,95
Ba2Sn,70
LiYbGe,100
RuF3,75
InPt3C,105
Mn4BeTe,70
ZrGe2,115
LaDyRu2,80
CoN,80
V4P2C,70
Li4SiO4,45
Ba3In2O6,50
Sc2VB2Ir5,80
Ba2CuHgO4,115
Ho3P,70
HoTh3,105
YMg2,105
HoSb2,100
BeGePb2,120
Ba2HgS3,60
LuGaPd2,85
Ca4BeTe,90
Ba(MgP)2,55
Lu2RuRh,100
BePSe2,120
AgTeNO5,55
Ba3NiSb2O9,85
YMg,90
Rb6AlSb3,70
H4S(NO)2,45
BaSi,85
InCoO3,60
KSr3,60
Ca2Sb2O5,55
ErAgSe2,50
Sr3BiSb,60
Tm2ZnRh,90
Li2SbAu,70
LaSn3,110
In2CuO4,110
KBePb2,110
Fe3Mo3N,80
FeGe,55
LiNbWO6,55
MgMnAs,60
BeGe2P,100
MnBeTl,65
Tm2BeOs,80
BeSn2Hg,95
BaTlBi,65
K2Be2O3,45
Be2NbRu,75
CaFeO2,55
NdCdPd2,110
SnSe,85
ZrCo2,60
LiCa2Ag,85
AlPt,85
SnRh3,60
TmNiGe,80
Rb3Na(RuO4)2,75
Ca3MnCoO6,50
ZrBeCd,75
HfScCo2,95
RbCa2Nb3,60
K5As2Au,60
LiCo2(PO4)2,50
PtS2,50
Si2W,60
Ag2BiO3,60
Hf2FeTc,80
Nb3Ge,100
Li3VP2HO8,50
AlHO2,45
Hf4N3,60
MoF5,100
Ti2SnC,120
Ti2Al2O7,50
Zn2BAs,145
SiPt2,85
BeTlIn,95
Lu3Si,85
KAuSe2,65
BaCSNCl,45
SiB6,70
TaNiB,65
BiTeI,55
Na2BePt,95
Ni3Sn(P2O3)2,55
LaMg3,70
Ba4NiRh,75
TcS2,50
BeTlRe4,70
Sr2ZrBe,55
BaTe,60
KMnP,70
Sr4Zn3F4,45
Na2LiAu3,160
Al3Pt2,135
PrCl3,50
BeGaTc,85
Li2SnTeO6,55
BaYCuBiO5,110
KAs4BrO6,55
Tl3F,85
Ga4SiO8,50
BaSO4,45
HfO2,50
Nd2Re2Si2C,80
NdIr3,100
ZnSnO3,50
BaPd,115
SrBeHg2,70
Li3VF7,45
BeZn2In,110
TiCdHg2,105
B2Au,90
Sm3Al,90
LaWN3,55
Yb4Ge6Ir7,95
LiPrO2,50
Ba6In2NF,75
Sn2PClO4,55
Ba4Os6ClO8,65
Tb2CBr,110
BaTcBr2,75
ScBe5,115
Ca3(PO4)2,50
Ag5P(S2Cl)2,80
TaTiBe2,55
SiC,55
AuO2F,45
Ba2NaCu,75
CaSO4,50
WCl6,50
HoGaRh2,95
CeCo5,90
HfSi,115
Sr2VO4,95
NdInAu2,110
K3Np(H3O4)2,45
Yb2Au,115
CrN2,70
HfBeSb2,65
ScB4Ir3,80
BeCr4In,75
TiBe2Hg,75
SmPbAu2,105
Li2InRh,70
Be2SbPb,130
LaBe2Sn,110
BaMgO2,50
ErLuMg2,100
YbFe2,105
ZrHg,105
NaZr2SN2Cl,50
CoPS3,80
MgZrBe,55
IF7,45
MgGeO3,50
U(CuSi)2,75
HfTcAs,95
Ba4NbPt,75
NaZn3,110
ReN,120
Pm2IrRh,100
Y2BeGe,100
Ba4ZnGa,95
BeSiNi2,110
IrN2,60
CaIn4Ir,120
Li3Pr,70
DyCdHg2,110
Ti2PbC,85
SmAg,105
Ba4SnRh,75
K2Zr(BO3)2,50
TeIr,125
MnInNi2,60
Al2Ge(HO3)2,50
Ba4SiIr,85
BeSiOs4,75
UCoB3,60
Tl3AsS3,60
ZrCu5,75
CoH2SeO4,55
SbCl(OF3)2,50
TbU3,65
SrZn2,100
SrLiBi,70
LaPt3,115
MnPO4,50
CeZn3Cu2,70
Ba2TiSb,90
YIr2,100
Li3Ga2,95
MgF2,45
Yb4Sb2O,55
ZrAs,85
V2CrRu,90
KAgF3,80
YAl,105
Pr(Re2Si)2,70
PrSmMg2,95
NiAsO3,85
Sc7BCl2,60
NaSmAu2,115
Pr5Al2Ru3,85
MgSeO3,50
LiY2Cd,75
PrSbPt,100
CrB,55
HoFe2,70
BeV2Ge,75
BaSc4Co,90
KMnAg3(CN)6,50
K7LiSi8,60
Li4V3OF,45
Tm2Mn2O7,90
BeFeGe,85
Li2Al2FeO6,50
K2P3,55
Nd3Cr,60
KBeZn2,95
Ba2Mn2Bi2O,65
PrMg2,80
ZnRh,100
MgSc2Cd,65
BaBeV2,65
BeMo2Pt,100
CN,50
MoPb,70
Ca(YS2)2,65
Ba2YbTaO6,55
Rb2SnAs2,55
ZrBe2Cl,100
TaMnBe2,55
LiHg3,145
Fe3Ni,70
Rb2Pd(IBr2)2,65
MnAlFe2,60
TmZrRu2,85
LiTiSiO4,55
NaCaBe2,90
Hf2CuRe,85
CsNiF3,55
AsCl3O,50
ScSiRh2,85
Li2GePbS4,55
NdSmHg2,110
YZrRu2,105
SnPd2,115
H7NF4,40
CuTe,150
CrAgS2,80
CuSeO4,60
GaH5(NF)2,45
Mg3W,100
Y6TeO2,50
NaInO2,50
Li2VO2F,40
NbCrSe5,65
MgP,100
Zr3Sn,105
YInRh2,80
Sm5Co2,70
VMo,70
Li4MnF8,45
MnBeNi,70
Eu(MgH3)2,100
TiHgO3,55
ZnInRh2,90
YTcN3,80
Na3NO2,60
Li4Fe3O8,50
Zn2AgSbO6,50
Be2IrBr,75
UBC,65
Nb3Au,90
NdCo9Si4,90
Th(Al2Fe)4,95
AsPRh2,75
HoNi4Au,95
TmPaO4,45
Tb2TeO2,60
UCd(PbO3)2,50
KAuS,50
In3Ir,80
Sc3PbC,60
ThNi5,100
Ga2WSe,115
Ba(FeO2)4,70
SrBeSn4,115
Ba2YTlSn2O7,120
CaPmCd2,65
TaTlPt,50
Li2PrIn,80
HfZnIr2,60
Tb2IrRu,105
LiMn3CrO8,50
Cd2PbO4,90
Al2PdCl8,55
Ca3SiBr2,95
TlAgBr3,85
BaC2,50
RbDyO2,50
Ti2Ga3,65
PHF2,50
Ba4NiGe,80
CeYTl2,60
PdSe2,60
Rb4PbBr6,60
LiMgVO4,50
LiCu2PO4,45
Ti5Ga4,80
NdSn3,115
ZrV2As,95
Na3FeF6,45
SmLuIn2,110
Ba2TmNbO6,50
CaBeRh2,80
BaU(SiO4)2,45
TbInCu4,60
Li5Cu(PO4)2,50
NaSbO3,50
TlAsS2,60
LiV2F6,45
Sc6Si7Ni6,105
K2SO4,70
Sc2AlHg,110
Ca(VS2)4,60
Sr5Bi3O2,55
BaBAsO5,50
InSb3,150
XeF3,50
K3VCO8,45
Dy(GeRh)2,75
Ba3CoSb2O9,65
SrTePd,60
Li2TeO3,45
Pa3Sb4,85
KBa2Si,95
BaAu5,115
BaYSe,65
V(SiO3)2,50
LiFePO4,55
UGa3Ni,75
Sc7NCl2,65
HfN,85
H2CO2,40
KVOF4,45
NpSbTe,60
Li3FeN2,60
BeNi2Bi,105
HfPd3,105
BeBiW2,70
KTaO3,55
TiZn(BiO3)2,50
SmTh,95
Be2SeBr,80
BaMg3,90
CaSn,100
LiZnHg2,95
CaSnAu2,105
LiCuS2,80
Ba4BeCl,85
NaV(GeO3)2,45
BaSm2PtO5,50
Be2CuBr,60
TbH2Br,55
Li3Nb,55
ScAg2Hg,90
SbO2,75
MgZn2Rh,100
Yb2S2O,50
Co(BW)2,85
Dy2InAu2,140
ReO3,135
SmNbO4,45
Sm2Cr2Fe5,85
TmAu2,90
ZrSiAs,100
Na3SbO4,50
Tl3SbS3,60
Tl2HgSe,80
Ba(NiP2)2,75
Li2Fe3SnO8,50
ThSi2,95
NaAsH4O5,50
BaMgCl2,55
BaZrN2,55
NdTlAu2,105
Be2SnHg,70
BeTlHg2,105
Nd3I,115
BeCdFe,60
MgBeTl2,135
ZnReO4,70
LiBeW,100
CrSbO4,55
Yb2MgSi2,120
BeCoP,105
SbAsPd5,80
MnP2WO8,55
SmBi2BrO4,55
LaAl2,100
LiZnAu2,115
AlPt3,75
LiV2O5,60
BaMnSe4,90
BaCrF5,45
Na3Nd,75
Mn5CuO2,55
Nb2SiTe4,80
BeZnOs,105
BeSiRh,60
ScInIr2,60
LiZnO6,55
Tm2Te5O3,50
Ge4PbO9,45
NaZnPd2,70
InPd,90
Ba4TaOs,100
TlGeCl3,75
Sr3NiPtO6,50
PmInRh2,75
KBeBi4,130
LiYb2Rh,70
Li7Fe(O2F)2,45
Sm2Se2O,65
Y(Al2Fe)4,65
Li6CuB4,45
K2Na3TlO4,55
Ba4SbPb,100
KBeTc,55
BaSrNi2,65
Be2NiPd,85
NaBe2Te,105
Na3AsO4,50
CaYRh2,95
HoBiPt,75
HfMn2,90
K3SbSe4,55
Lu(HO)3,50
K4YBe,105
Ba2InHg,100
Li6Fe(SiO4)2,40
Sb2Pd,135
SrCdAu2,85
HfBe2Te,100
VTc,70
ScCl3,45
Ba4TiP,75
CoCu2GeS4,65
Ca(BIr)2,95
Sc3Sb,55
ScBeBr2,90
Mg(CoN)2,110
CuTeO4,40
Dy2Ti3Si4,75
SrHg2Pb,115
MnCu2Sn,80
ZrBe2Cu,100
Na4Br2O,50
CeSbPd,80
Eu(SbOs2)2,80
YMgNi4,75
La3InN,110
Ba4BiSe,75
Ti3AlC,60
DyCrB4,60
Dy3CuSnS7,55
MgZr,80
Zn(InTe2)2,60
Cr2As,90
Li3Fe2OF5,50
BeNbSn2,125
ReTe3Br5,55
BeCoRh2,60
NpAs3,65
Be2FeGe,60
Li4MnCo3O8,55
MnGaPd2,70
Ti2ZnO5,50
Dy(NiGe)2,75
FeF3,55
Na2BeRe,95
Cu3P,70
MnBe2Cd,65
PdSCl,50
BaCaHg,90
VTeRu,80
SrFe2(PO)4,50
LiSnPCO7,50
Th(InBr3)2,55
Li6CoOF6,70
Li3SbS4,50
Ni3S2,80
LiCrO2,50
GeIr,105
Li2CdGeO4,50
Ce3Zr5O6,45
ZrBe2Br,100
Y2Fe2O7,55
LiSi2N3,45
SrSm2O4,45
CaB2,65
ThAl2,90
K2Be2PbF8,45
TbTiSi,60
Ti2ZnOs,125
Be2TlPb,125
TbBRh3,75
Tl3Ir(N3O)2,70
PrOF,45
Cd(InSe2)2,80
Mg4Ta2O9,55
Nd2TeS2,50
CoNi,90
ThH2,65
Sc3BPb,70
Si3Pt2,120
TiBe2Se,75
HoInAg2,70
FeRhO3,70
TbTiGe,95
CrC,75
Lu2NiRu,90
PrSn3,130
K2Li4UO6,40
TbReB4,95
MgSiAs2,55
Sr(GaH)2,95
ZrSiPt,55
BaY2O4,50
Fe6OF,55
RbHF2,45
Cu(IrS2)2,70
ErZnIn,125
Ce3Bi4Pd3,60
BaZn,120
Ba4Tb2Cd3,65
Mg2Sb3O8,55
Ba(Cu2P)4,100
Sr2ZrO4,50
HoFeSi,90
Re2SCl2,55
TaAsRh2,70
Rb2Ni3Se4,55
LiCuPO4F,50
Mn3ZnN,60
LiHf2Be,85
NbI5,75
Li2Mn2NiO6,50
BeVOs2,60
LuIO,60
IrCl2,75
KNa2As,75
MnCo2Si,60
Tm2SO2,50
HfBeBi,65
SrPIr,95
CaBeSi2,95
NaNd2IrO6,55
Tb(TiGa2)2,90
Ca2TaSbO6,60
LiDyS2,50
MnCO3,45
Li4VF8,45
Na3P,65
BaZnCd,90
Hf2IrPd,80
CaBe2Re,115
Ti2CoSe4,55
Be2NbBr,65
TaMoN,85
Rb2Hf2O5,50
Ba2NaReO6,50
NdInO3,55
PrMgGa,95
Dy2CdPd2,120
CaMgBe,55
ErPu3,65
TaNbTc2,100
Li3TiCo3O8,45
Hf2GaSb3,95
LiBF4,45
ThAl3Ni2,80
RbAu5,95
CaAgSb,95
TbRh2,95
TbCuSe2,60
ThPS,130
LiCu2Ge,85
HfB,80
TaOF3,50
Mn(SbS2)2,55
Be2TlMo,55
Ca3TiNiO6,50
TaOsPb,75
Li2VCo3O8,50
BeCdTe,70
Mn2CuGe,60
Mg3H4O5,50
Th3Ni,105
TiGaCo2,55
GeAsP,95
Mg2H6Ru,45
Cu3Te2(BrO3)2,60
Ba(BSe3)2,65
Mn2BeNi,85
V2CrTe4,55
KLiMnS2,65
V4P2O3,55
Lu3O2F5,45
HfVF6,50
BeNiIr4,90
NaYbAu2,105
HfSnRu2,60
Er2ZnTc,80
MnTe,90
Be2TcNi,115
FeAs2,55
Rb3Sn,70
LiBBr2,50
TlAgF3,85
Er3SnC,65
Li2SiO3,45
CaBHO3,45
NdSmO2,70
GaPd2,115
Ti3InC,80
B2O,100
LiHfIr2,95
CoP2O7,55
CaTiSiO5,55
DyZn5,130
NaCuSe,65
FeNiO3,45
BaCuSeF,60
Ba2LiNb,60
LiBeZn2,150
HgPd2Au,80
LuNi4Sn,60
SmSb,60
LiSiPCO7,45
BaPbBr,65
BiH3,90
Cd(BH4)2,50
PbN,80
CaBeBi2,120
HfCuHg2,75
CdAsOs,65
Pr2Ni2I,75
TiZnO3,45
TmGeRh,70
LiMn3(NiO4)2,55
KSe,75
ZnCoF4,50
Cr2O3,55
SmLuZn2,75
NbCrF6,55
UTeAs,85
Bi2TeI,90
EuSb2,105
TlBiSe2,80
K2Zn(SiO3)2,50
YPb3,120
Nb5(CuSi)4,65
Ba(NO3)2,50
Mg2BiPO6,50
HoCl3,50
BeCu4Ge,115
Ti2MnSi,55
RbAcO3,130
YH2,75
CrTe2,85
ZrP2,100
Ba4ScBe,65
Mg2PbO4,55
Ba4BePb,85
Ta2Se,70
Nd(SiAu)2,115
NaTiO3,90
DyMnO3,80
Cd(In2I3)2,85
Pm2ZnPb,110
Tm2S3,60
Cu4O3,50
GaPS4,55
Th2Hg,75
NdBi2IO4,60
Ba3(BrO)2,55
TbSnAu,110
Li7V(O2F)2,45
Pr(BC)2,90
MnFe,75
MgSbO3,50
ScOF,45
YbMgCu4,80
Li4CrO5,50
Na4MnO4,45
LiMn2(PO4)2,45
LaMg2Ni9,95
Li2BeCd,80
Cr2FeSe4,50
BeFeBr4,75
HoTe2,95
TiV4CuO2,55
Er(Al2Mo)2,80
TiGePt,70
Rb2MgO2,50
USnAu2,60
BeNbGa,90
Ba4LiBe,80
Na3AlSe3,60
LiAl2Ir,75
Cr3RhN,85
Tb(SiRh)2,65
Mg(ScGa)2,95
Ba4TiFe,65
CeMnGe,90
BaCa2W,110
Sr2BeV,60
U4Ga2Fe,65
UFe3B2,60
NaYS2,55
NdH2ClO2,50
PrErMg2,60
BaHg2,120
YSnPt,95
RbP(OF)2,50
Zn3In,105
SrIn2Ir,90
FeCu2SnS4,60
Hg3(TeBr)2,60
TiGaPd2,60
YMgBe2,90
Li5Mg,85
K2NaTiOF5,45
KZnAs,70
U3Si2,90
Rb3NbO8,45
Li2InPd,80
BeCo2Bi,55
TmLuIr2,95
BeGe4Ir,115
SrH4O3,45
K5P2Au,60
LiSmAu2,105
Sr(CuO)2,50
Al4Bi2O9,55
CrPt3,65
BeTcBr,60
LiCaPrTeO6,45
MnSbIr,65
LaMgBe,65
BiBTe,120
Hf6CoBi2,85
Y2AlSi2,80
BaNaCl,55
Ho3Pb,65
YP,55
HoTmZn2,75
Hg(BiS2)2,55
ZnSeO4,55
KTa(CuSe2)2,80
Na3CdPCO7,50
Li2Mn3CuO8,55
Eu2PBr,85
Ca2CdGa,115
Ba2NaSb,100
Ge3F,90
SbAsO3,55
NiH,85
LaOF,45
HoBi,110
KSnS2,65
CdCuH8(ClO)4,50
AlFe,100
MgMo2As,110
KN3,45
Rb3H5Pd,50
VFeTe,60
KHfPCO7,50
Sr3UO6,50
BeOs2Pd,80
Sm2Ru2O7,65
ErSCl,55
Ac3In,90
K2MnS2,50
AlPPt5,95
Ac2ZnIr,120
TmMn6(GaSn2)2,90
MgBeSb2,105
K4BePb,90
Co2B,60
BeTcPb4,95
Li3FeO4,75
LiBeIr4,105
MgInCu4,130
BeCoW2,105
AcYbHg2,95
SbPt3,95
ZnSb2(XeF4)6,50
KCdSb,65
Cd(AgI2)2,55
Sc2TcAg,90
Al2Ge2O7,45
NaMnSe2,50
Nd3InN,75
Nd2CdSe4,60
